"date","aqi","category","aqi_category"
2019-01-08,219,"Very Unhealthy","Very Unhealthy"
2019-01-09,213,"Very Unhealthy","Very Unhealthy"
2019-01-10,238,"Very Unhealthy","Very Unhealthy"
2019-01-11,252,"Very Unhealthy","Very Unhealthy"
2019-01-12,259,"Very Unhealthy","Very Unhealthy"
2019-01-13,238,"Unhealthy","Very Unhealthy"
2019-01-14,216,"Very Unhealthy","Very Unhealthy"
2019-01-15,243,"Very Unhealthy","Very Unhealthy"
2019-01-16,198,"Unhealthy","Unhealthy"
2019-01-17,240,"Very Unhealthy","Very Unhealthy"
2019-01-18,303,"Hazardous","Hazardous"
2019-01-19,317,"Hazardous","Hazardous"
2019-01-20,310,"Hazardous","Hazardous"
2019-01-21,269,"Hazardous","Very Unhealthy"
2019-01-22,262,"Hazardous","Very Unhealthy"
2019-01-23,294,"Hazardous","Very Unhealthy"
2019-01-24,288,"Hazardous","Very Unhealthy"
2019-01-25,219,"Unhealthy","Very Unhealthy"
2019-01-26,229,"Very Unhealthy","Very Unhealthy"
2019-01-27,196,"Unhealthy","Unhealthy"
2019-01-28,188,"Unhealthy","Unhealthy"
2019-01-29,191,"Unhealthy","Unhealthy"
2019-01-30,192,"Unhealthy","Unhealthy"
2019-01-31,229,"Very Unhealthy","Very Unhealthy"
2019-02-01,295,"Hazardous","Very Unhealthy"
2019-02-02,269,"Hazardous","Very Unhealthy"
2019-02-03,358,"Hazardous","Hazardous"
2019-02-04,284,"Hazardous","Very Unhealthy"
2019-02-05,215,"Very Unhealthy","Very Unhealthy"
2019-02-06,269,"Very Unhealthy","Very Unhealthy"
2019-02-07,286,"Hazardous","Very Unhealthy"
2019-02-08,314,"Hazardous","Hazardous"
2019-02-09,165,"Unhealthy","Unhealthy"
2019-02-10,237,"Unhealthy","Very Unhealthy"
2019-02-11,180,"Unhealthy","Unhealthy"
2019-02-12,192,"Unhealthy","Unhealthy"
2019-02-13,208,"Unhealthy","Very Unhealthy"
2019-02-14,229,"Very Unhealthy","Very Unhealthy"
2019-02-15,344,"Hazardous","Hazardous"
2019-02-16,309,"Very Unhealthy","Hazardous"
2019-02-17,215,"Unhealthy","Very Unhealthy"
2019-02-18,296,"Hazardous","Very Unhealthy"
2019-02-19,268,"Very Unhealthy","Very Unhealthy"
2019-02-20,192,"Unhealthy","Unhealthy"
2019-02-21,259,"Very Unhealthy","Very Unhealthy"
2019-02-22,239,"Unhealthy","Very Unhealthy"
2019-02-23,200,"Unhealthy","Unhealthy"
2019-02-24,199,"Unhealthy","Unhealthy"
2019-02-25,180,"Unhealthy","Unhealthy"
2019-02-26,164,"Unhealthy","Unhealthy"
2019-02-27,130,"Unhealthy","Unhealthy for Sensitive Groups"
2019-02-28,115,"Moderate","Unhealthy for Sensitive Groups"
2019-03-01,176,"Unhealthy","Unhealthy"
2019-03-02,167,"Unhealthy","Unhealthy"
2019-03-03,198,"Unhealthy","Unhealthy"
2019-03-04,290,"Very Unhealthy","Very Unhealthy"
2019-03-05,187,"Unhealthy","Unhealthy"
2019-03-06,180,"Unhealthy","Unhealthy"
2019-03-07,196,"Unhealthy","Unhealthy"
2019-03-08,179,"Unhealthy","Unhealthy"
2019-03-09,234,"Unhealthy","Very Unhealthy"
2019-03-10,258,"Unhealthy","Very Unhealthy"
2019-03-11,187,"Unhealthy","Unhealthy"
2019-03-12,163,"Unhealthy","Unhealthy"
2019-03-13,177,"Unhealthy","Unhealthy"
2019-03-14,182,"Unhealthy","Unhealthy"
2019-03-15,207,"Unhealthy","Very Unhealthy"
2019-03-16,167,"Unhealthy","Unhealthy"
2019-03-17,184,"Unhealthy","Unhealthy"
2019-03-18,162,"Unhealthy","Unhealthy"
2019-03-19,169,"Unhealthy","Unhealthy"
2019-03-20,174,"Unhealthy","Unhealthy"
2019-03-21,161,"Unhealthy","Unhealthy"
2019-03-22,219,"Unhealthy","Very Unhealthy"
2019-03-23,170,"Unhealthy","Unhealthy"
2019-03-24,249,"Very Unhealthy","Very Unhealthy"
2019-03-25,202,"Unhealthy","Very Unhealthy"
2019-03-26,260,"Unhealthy","Very Unhealthy"
2019-03-27,178,"Unhealthy","Unhealthy"
2019-03-28,177,"Unhealthy","Unhealthy"
2019-03-29,227,"Unhealthy","Very Unhealthy"
2019-03-30,166,"Unhealthy","Unhealthy"
2019-03-31,134,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-01,111,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-04-02,149,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-03,126,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-04,202,"Unhealthy","Very Unhealthy"
2019-04-05,155,"Unhealthy","Unhealthy"
2019-04-06,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-04-07,144,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-08,161,"Unhealthy","Unhealthy"
2019-04-09,103,"Moderate","Unhealthy for Sensitive Groups"
2019-04-10,110,"Moderate","Unhealthy for Sensitive Groups"
2019-04-11,182,"Unhealthy","Unhealthy"
2019-04-12,150,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-13,167,"Unhealthy","Unhealthy"
2019-04-14,160,"Unhealthy","Unhealthy"
2019-04-15,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-04-16,131,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-04-17,141,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-18,156,"Unhealthy","Unhealthy"
2019-04-19,198,"Unhealthy","Unhealthy"
2019-04-20,164,"Unhealthy","Unhealthy"
2019-04-21,156,"Unhealthy","Unhealthy"
2019-04-22,121,"Moderate","Unhealthy for Sensitive Groups"
2019-04-23,157,"Unhealthy","Unhealthy"
2019-04-24,186,"Unhealthy","Unhealthy"
2019-04-25,175,"Unhealthy","Unhealthy"
2019-04-26,139,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-27,146,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-28,121,"Moderate","Unhealthy for Sensitive Groups"
2019-04-29,127,"Unhealthy","Unhealthy for Sensitive Groups"
2019-04-30,87,"Moderate","Moderate"
2019-05-01,177,"Unhealthy","Unhealthy"
2019-05-02,184,"Unhealthy","Unhealthy"
2019-05-03,200,"Very Unhealthy","Unhealthy"
2019-05-05,111,"Moderate","Unhealthy for Sensitive Groups"
2019-05-06,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-07,149,"Unhealthy","Unhealthy for Sensitive Groups"
2019-05-08,151,"Unhealthy","Unhealthy"
2019-05-09,143,"Unhealthy","Unhealthy for Sensitive Groups"
2019-05-10,146,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-11,131,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-12,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-13,145,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-14,131,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-15,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-16,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-17,115,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-18,152,"Unhealthy","Unhealthy"
2019-05-19,146,"Unhealthy","Unhealthy for Sensitive Groups"
2019-05-20,160,"Unhealthy","Unhealthy"
2019-05-21,162,"Unhealthy","Unhealthy"
2019-05-22,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-23,101,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-24,97,"Moderate","Moderate"
2019-05-25,101,"Moderate","Unhealthy for Sensitive Groups"
2019-05-26,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-27,108,"Moderate","Unhealthy for Sensitive Groups"
2019-05-28,141,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-29,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-05-30,110,"Moderate","Unhealthy for Sensitive Groups"
2019-05-31,107,"Moderate","Unhealthy for Sensitive Groups"
2019-06-01,103,"Moderate","Unhealthy for Sensitive Groups"
2019-06-02,106,"Moderate","Unhealthy for Sensitive Groups"
2019-06-03,87,"Moderate","Moderate"
2019-06-04,75,"Moderate","Moderate"
2019-06-05,38,"Good","Good"
2019-06-06,52,"Moderate","Moderate"
2019-06-07,50,"Good","Good"
2019-06-08,59,"Good","Moderate"
2019-06-09,72,"Moderate","Moderate"
2019-06-10,89,"Moderate","Moderate"
2019-06-11,100,"Moderate","Moderate"
2019-06-12,88,"Moderate","Moderate"
2019-06-13,116,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-06-14,101,"Moderate","Unhealthy for Sensitive Groups"
2019-06-15,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-06-16,112,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-06-17,99,"Moderate","Moderate"
2019-06-18,130,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-06-19,149,"Unhealthy","Unhealthy for Sensitive Groups"
2019-06-20,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-06-21,92,"Moderate","Moderate"
2019-06-22,79,"Moderate","Moderate"
2019-06-23,88,"Moderate","Moderate"
2019-06-24,67,"Moderate","Moderate"
2019-06-25,79,"Moderate","Moderate"
2019-06-26,57,"Moderate","Moderate"
2019-06-27,71,"Moderate","Moderate"
2019-06-28,76,"Moderate","Moderate"
2019-06-29,104,"Moderate","Unhealthy for Sensitive Groups"
2019-06-30,107,"Moderate","Unhealthy for Sensitive Groups"
2019-07-01,76,"Moderate","Moderate"
2019-07-02,66,"Moderate","Moderate"
2019-07-03,64,"Moderate","Moderate"
2019-07-04,97,"Moderate","Moderate"
2019-07-05,70,"Moderate","Moderate"
2019-07-06,62,"Moderate","Moderate"
2019-07-07,91,"Moderate","Moderate"
2019-07-08,94,"Moderate","Moderate"
2019-07-09,90,"Moderate","Moderate"
2019-07-10,85,"Moderate","Moderate"
2019-07-11,78,"Moderate","Moderate"
2019-07-12,78,"Moderate","Moderate"
2019-07-13,88,"Moderate","Moderate"
2019-07-14,99,"Moderate","Moderate"
2019-07-15,115,"Moderate","Unhealthy for Sensitive Groups"
2019-07-16,150,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-07-17,155,"Unhealthy","Unhealthy"
2019-07-18,161,"Unhealthy","Unhealthy"
2019-07-19,106,"Moderate","Unhealthy for Sensitive Groups"
2019-07-20,78,"Moderate","Moderate"
2019-07-21,76,"Moderate","Moderate"
2019-07-22,65,"Moderate","Moderate"
2019-07-23,66,"Moderate","Moderate"
2019-07-24,65,"Moderate","Moderate"
2019-07-25,141,"Unhealthy","Unhealthy for Sensitive Groups"
2019-07-26,97,"Moderate","Moderate"
2019-07-27,53,"Moderate","Moderate"
2019-07-28,45,"Good","Good"
2019-07-29,63,"Moderate","Moderate"
2019-07-30,98,"Moderate","Moderate"
2019-07-31,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-08-01,85,"Moderate","Moderate"
2019-08-02,91,"Moderate","Moderate"
2019-08-03,68,"Moderate","Moderate"
2019-08-04,83,"Moderate","Moderate"
2019-08-05,84,"Good","Moderate"
2019-08-06,83,"Moderate","Moderate"
2019-08-07,43,"Good","Good"
2019-08-08,56,"Moderate","Moderate"
2019-08-09,90,"Moderate","Moderate"
2019-08-10,93,"Moderate","Moderate"
2019-08-11,92,"Moderate","Moderate"
2019-08-12,52,"Good","Moderate"
2019-08-13,19,"Good","Good"
2019-08-14,49,"Good","Good"
2019-08-15,70,"Moderate","Moderate"
2019-08-16,82,"Moderate","Moderate"
2019-08-17,70,"Moderate","Moderate"
2019-08-18,58,"Moderate","Moderate"
2019-08-19,89,"Moderate","Moderate"
2019-08-20,71,"Moderate","Moderate"
2019-08-21,108,"Moderate","Unhealthy for Sensitive Groups"
2019-08-22,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-08-23,96,"Moderate","Moderate"
2019-08-24,50,"Good","Good"
2019-08-25,73,"Moderate","Moderate"
2019-08-26,102,"Moderate","Unhealthy for Sensitive Groups"
2019-08-27,80,"Moderate","Moderate"
2019-08-28,100,"Moderate","Moderate"
2019-08-29,87,"Moderate","Moderate"
2019-08-30,91,"Moderate","Moderate"
2019-08-31,94,"Moderate","Moderate"
2019-09-01,116,"Moderate","Unhealthy for Sensitive Groups"
2019-09-02,87,"Moderate","Moderate"
2019-09-03,52,"Moderate","Moderate"
2019-09-04,59,"Moderate","Moderate"
2019-09-05,85,"Moderate","Moderate"
2019-09-06,73,"Moderate","Moderate"
2019-09-07,63,"Moderate","Moderate"
2019-09-08,84,"Moderate","Moderate"
2019-09-09,109,"Moderate","Unhealthy for Sensitive Groups"
2019-09-10,107,"Moderate","Unhealthy for Sensitive Groups"
2019-09-11,77,"Moderate","Moderate"
2019-09-12,71,"Moderate","Moderate"
2019-09-13,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-14,111,"Moderate","Unhealthy for Sensitive Groups"
2019-09-15,89,"Moderate","Moderate"
2019-09-16,98,"Moderate","Moderate"
2019-09-17,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-18,127,"Unhealthy","Unhealthy for Sensitive Groups"
2019-09-19,160,"Unhealthy","Unhealthy"
2019-09-20,136,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-21,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-22,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-23,104,"Moderate","Unhealthy for Sensitive Groups"
2019-09-24,79,"Moderate","Moderate"
2019-09-25,67,"Moderate","Moderate"
2019-09-26,97,"Moderate","Moderate"
2019-09-27,112,"Moderate","Unhealthy for Sensitive Groups"
2019-09-28,108,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-09-29,85,"Moderate","Moderate"
2019-09-30,108,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-10-01,96,"Moderate","Moderate"
2019-10-02,105,"Moderate","Unhealthy for Sensitive Groups"
2019-10-03,150,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-04,130,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-10-05,131,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-06,157,"Unhealthy","Unhealthy"
2019-10-07,159,"Unhealthy","Unhealthy"
2019-10-08,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-10-09,98,"Moderate","Moderate"
2019-10-10,98,"Moderate","Moderate"
2019-10-11,73,"Moderate","Moderate"
2019-10-12,137,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-13,150,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-14,156,"Unhealthy","Unhealthy"
2019-10-15,162,"Unhealthy","Unhealthy"
2019-10-16,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-10-17,122,"Moderate","Unhealthy for Sensitive Groups"
2019-10-18,132,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-19,153,"Unhealthy","Unhealthy"
2019-10-20,163,"Unhealthy","Unhealthy"
2019-10-21,169,"Unhealthy","Unhealthy"
2019-10-22,173,"Unhealthy","Unhealthy"
2019-10-23,178,"Unhealthy","Unhealthy"
2019-10-24,121,"Moderate","Unhealthy for Sensitive Groups"
2019-10-25,55,"Moderate","Moderate"
2019-10-27,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2019-10-28,142,"Unhealthy","Unhealthy for Sensitive Groups"
2019-10-29,160,"Unhealthy","Unhealthy"
2019-10-30,164,"Unhealthy","Unhealthy"
2019-10-31,151,"Unhealthy","Unhealthy"
2019-11-01,159,"Unhealthy","Unhealthy"
2019-11-02,148,"Unhealthy","Unhealthy for Sensitive Groups"
2019-11-03,176,"Unhealthy","Unhealthy"
2019-11-04,163,"Unhealthy","Unhealthy"
2019-11-05,158,"Unhealthy","Unhealthy"
2019-11-06,189,"Unhealthy","Unhealthy"
2019-11-07,170,"Unhealthy","Unhealthy"
2019-11-08,139,"Unhealthy","Unhealthy for Sensitive Groups"
2019-11-09,80,"Moderate","Moderate"
2019-11-10,58,"Moderate","Moderate"
2019-11-11,98,"Unhealthy","Moderate"
2019-11-12,153,"Unhealthy","Unhealthy"
2019-11-13,151,"Unhealthy","Unhealthy"
2019-11-14,142,"Unhealthy","Unhealthy for Sensitive Groups"
2019-11-15,159,"Unhealthy","Unhealthy"
2019-11-16,174,"Unhealthy","Unhealthy"
2019-11-17,186,"Unhealthy","Unhealthy"
2019-11-18,187,"Unhealthy","Unhealthy"
2019-11-19,220,"Very Unhealthy","Very Unhealthy"
2019-11-20,186,"Unhealthy","Unhealthy"
2019-11-21,174,"Unhealthy","Unhealthy"
2019-11-22,188,"Unhealthy","Unhealthy"
2019-11-23,184,"Unhealthy","Unhealthy"
2019-11-24,194,"Unhealthy","Unhealthy"
2019-11-25,177,"Unhealthy","Unhealthy"
2019-11-26,165,"Unhealthy","Unhealthy"
2019-11-27,152,"Unhealthy","Unhealthy"
2019-11-28,156,"Unhealthy","Unhealthy"
2019-11-29,177,"Unhealthy","Unhealthy"
2019-11-30,188,"Unhealthy","Unhealthy"
2019-12-01,197,"Unhealthy","Unhealthy"
2019-12-02,185,"Unhealthy","Unhealthy"
2019-12-03,190,"Unhealthy","Unhealthy"
2019-12-04,186,"Unhealthy","Unhealthy"
2019-12-05,160,"Unhealthy","Unhealthy"
2019-12-06,144,"Unhealthy","Unhealthy for Sensitive Groups"
2019-12-07,153,"Unhealthy","Unhealthy"
2019-12-08,175,"Unhealthy","Unhealthy"
2019-12-09,206,"Unhealthy","Very Unhealthy"
2019-12-10,192,"Unhealthy","Unhealthy"
2019-12-11,201,"Unhealthy","Very Unhealthy"
2019-12-12,215,"Very Unhealthy","Very Unhealthy"
2019-12-13,247,"Very Unhealthy","Very Unhealthy"
2019-12-14,200,"Unhealthy","Unhealthy"
2019-12-15,198,"Unhealthy","Unhealthy"
2019-12-16,185,"Unhealthy","Unhealthy"
2019-12-17,185,"Unhealthy","Unhealthy"
2019-12-18,202,"Very Unhealthy","Very Unhealthy"
2019-12-19,214,"Unhealthy","Very Unhealthy"
2019-12-20,214,"Very Unhealthy","Very Unhealthy"
2019-12-21,198,"Unhealthy","Unhealthy"
2019-12-22,184,"Unhealthy","Unhealthy"
2019-12-23,194,"Unhealthy","Unhealthy"
2019-12-24,266,"Very Unhealthy","Very Unhealthy"
2019-12-25,232,"Unhealthy","Very Unhealthy"
2019-12-26,322,"Hazardous","Hazardous"
2019-12-27,280,"Hazardous","Very Unhealthy"
2019-12-28,218,"Unhealthy","Very Unhealthy"
2019-12-29,222,"Very Unhealthy","Very Unhealthy"
2019-12-30,221,"Very Unhealthy","Very Unhealthy"
2019-12-31,231,"Very Unhealthy","Very Unhealthy"
2020-01-01,260,"Very Unhealthy","Very Unhealthy"
2020-01-02,217,"Unhealthy","Very Unhealthy"
2020-01-03,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-01-04,138,"Unhealthy","Unhealthy for Sensitive Groups"
2020-01-05,177,"Unhealthy","Unhealthy"
2020-01-06,191,"Unhealthy","Unhealthy"
2020-01-07,231,"Very Unhealthy","Very Unhealthy"
2020-01-08,194,"Unhealthy","Unhealthy"
2020-01-09,219,"Very Unhealthy","Very Unhealthy"
2020-01-10,201,"Unhealthy","Very Unhealthy"
2020-01-11,223,"Very Unhealthy","Very Unhealthy"
2020-01-12,245,"Very Unhealthy","Very Unhealthy"
2020-01-13,275,"Very Unhealthy","Very Unhealthy"
2020-01-14,299,"Hazardous","Very Unhealthy"
2020-01-15,312,"Hazardous","Hazardous"
2020-01-16,269,"Very Unhealthy","Very Unhealthy"
2020-01-17,195,"Unhealthy","Unhealthy"
2020-01-18,226,"Unhealthy","Very Unhealthy"
2020-01-19,250,"Very Unhealthy","Very Unhealthy"
2020-01-20,196,"Unhealthy","Unhealthy"
2020-01-21,211,"Very Unhealthy","Very Unhealthy"
2020-01-22,229,"Very Unhealthy","Very Unhealthy"
2020-01-23,248,"Very Unhealthy","Very Unhealthy"
2020-01-24,266,"Hazardous","Very Unhealthy"
2020-01-25,211,"Very Unhealthy","Very Unhealthy"
2020-01-26,227,"Very Unhealthy","Very Unhealthy"
2020-01-27,262,"Very Unhealthy","Very Unhealthy"
2020-01-28,319,"Hazardous","Hazardous"
2020-01-29,310,"Hazardous","Hazardous"
2020-01-30,321,"Hazardous","Hazardous"
2020-01-31,269,"Very Unhealthy","Very Unhealthy"
2020-02-01,194,"Unhealthy","Unhealthy"
2020-02-02,182,"Unhealthy","Unhealthy"
2020-02-03,206,"Unhealthy","Very Unhealthy"
2020-02-04,199,"Very Unhealthy","Unhealthy"
2020-02-05,195,"Unhealthy","Unhealthy"
2020-02-06,212,"Unhealthy","Very Unhealthy"
2020-02-07,200,"Unhealthy","Unhealthy"
2020-02-08,208,"Unhealthy","Very Unhealthy"
2020-02-09,216,"Very Unhealthy","Very Unhealthy"
2020-02-10,183,"Unhealthy","Unhealthy"
2020-02-11,192,"Unhealthy","Unhealthy"
2020-02-12,197,"Very Unhealthy","Unhealthy"
2020-02-13,208,"Very Unhealthy","Very Unhealthy"
2020-02-14,307,"Hazardous","Hazardous"
2020-02-15,220,"Unhealthy","Very Unhealthy"
2020-02-16,237,"Very Unhealthy","Very Unhealthy"
2020-02-17,250,"Very Unhealthy","Very Unhealthy"
2020-02-18,256,"Very Unhealthy","Very Unhealthy"
2020-02-19,267,"Hazardous","Very Unhealthy"
2020-02-20,320,"Hazardous","Hazardous"
2020-02-21,246,"Very Unhealthy","Very Unhealthy"
2020-02-22,198,"Unhealthy","Unhealthy"
2020-02-23,224,"Very Unhealthy","Very Unhealthy"
2020-02-24,245,"Very Unhealthy","Very Unhealthy"
2020-02-25,226,"Very Unhealthy","Very Unhealthy"
2020-02-26,181,"Unhealthy","Unhealthy"
2020-02-27,189,"Unhealthy","Unhealthy"
2020-02-28,172,"Unhealthy","Unhealthy"
2020-02-29,188,"Unhealthy","Unhealthy"
2020-03-01,188,"Unhealthy","Unhealthy"
2020-03-02,200,"Unhealthy","Unhealthy"
2020-03-03,189,"Unhealthy","Unhealthy"
2020-03-04,174,"Unhealthy","Unhealthy"
2020-03-05,158,"Unhealthy","Unhealthy"
2020-03-06,172,"Unhealthy","Unhealthy"
2020-03-07,161,"Unhealthy","Unhealthy"
2020-03-08,227,"Very Unhealthy","Very Unhealthy"
2020-03-09,167,"Unhealthy","Unhealthy"
2020-03-10,172,"Unhealthy","Unhealthy"
2020-03-11,187,"Unhealthy","Unhealthy"
2020-03-12,195,"Unhealthy","Unhealthy"
2020-03-13,183,"Unhealthy","Unhealthy"
2020-03-14,164,"Unhealthy","Unhealthy"
2020-03-15,144,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-03-16,161,"Unhealthy","Unhealthy"
2020-03-17,164,"Unhealthy","Unhealthy"
2020-03-18,167,"Unhealthy","Unhealthy"
2020-03-19,169,"Unhealthy","Unhealthy"
2020-03-20,221,"Unhealthy","Very Unhealthy"
2020-03-21,202,"Unhealthy","Very Unhealthy"
2020-03-22,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-03-23,156,"Unhealthy","Unhealthy"
2020-03-24,198,"Unhealthy","Unhealthy"
2020-03-25,202,"Unhealthy","Very Unhealthy"
2020-03-26,201,"Unhealthy","Very Unhealthy"
2020-03-27,171,"Unhealthy","Unhealthy"
2020-03-28,155,"Unhealthy","Unhealthy"
2020-03-29,124,"Unhealthy","Unhealthy for Sensitive Groups"
2020-03-30,123,"Unhealthy","Unhealthy for Sensitive Groups"
2020-03-31,160,"Unhealthy","Unhealthy"
2020-04-01,180,"Unhealthy","Unhealthy"
2020-04-02,158,"Unhealthy","Unhealthy"
2020-04-03,159,"Unhealthy","Unhealthy"
2020-04-04,151,"Unhealthy","Unhealthy"
2020-04-05,170,"Unhealthy","Unhealthy"
2020-04-06,174,"Unhealthy","Unhealthy"
2020-04-07,135,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-08,129,"Unhealthy","Unhealthy for Sensitive Groups"
2020-04-09,144,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-10,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-11,90,"Moderate","Moderate"
2020-04-12,92,"Moderate","Moderate"
2020-04-13,160,"Unhealthy","Unhealthy"
2020-04-14,151,"Unhealthy","Unhealthy"
2020-04-15,101,"Moderate","Unhealthy for Sensitive Groups"
2020-04-16,107,"Moderate","Unhealthy for Sensitive Groups"
2020-04-17,98,"Moderate","Moderate"
2020-04-18,100,"Moderate","Moderate"
2020-04-19,91,"Moderate","Moderate"
2020-04-20,93,"Moderate","Moderate"
2020-04-21,137,"Unhealthy","Unhealthy for Sensitive Groups"
2020-04-22,128,"Unhealthy","Unhealthy for Sensitive Groups"
2020-04-23,110,"Moderate","Unhealthy for Sensitive Groups"
2020-04-24,115,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-25,98,"Moderate","Moderate"
2020-04-26,83,"Moderate","Moderate"
2020-04-27,104,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-28,126,"Unhealthy","Unhealthy for Sensitive Groups"
2020-04-29,110,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-04-30,105,"Moderate","Unhealthy for Sensitive Groups"
2020-05-01,136,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-02,115,"Moderate","Unhealthy for Sensitive Groups"
2020-05-03,94,"Moderate","Moderate"
2020-05-04,148,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-05,93,"Moderate","Moderate"
2020-05-06,92,"Moderate","Moderate"
2020-05-07,156,"Unhealthy for Sensitive Groups","Unhealthy"
2020-05-08,136,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-09,154,"Unhealthy","Unhealthy"
2020-05-10,146,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-05-11,139,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-12,141,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-13,131,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2020-05-14,136,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-15,116,"Moderate","Unhealthy for Sensitive Groups"
2020-05-16,103,"Moderate","Unhealthy for Sensitive Groups"
2020-05-17,87,"Moderate","Moderate"
2020-05-18,103,"Moderate","Unhealthy for Sensitive Groups"
2020-05-19,147,"Unhealthy","Unhealthy for Sensitive Groups"
2020-05-27,62,"Moderate","Moderate"
2020-05-28,74,"Moderate","Moderate"
2020-05-29,90,"Moderate","Moderate"
2020-05-30,73,"Moderate","Moderate"
2020-05-31,88,"Moderate","Moderate"
2020-06-01,99,"Moderate","Moderate"
2020-06-02,106,"Moderate","Unhealthy for Sensitive Groups"
2020-06-03,85,"Moderate","Moderate"
2020-06-04,85,"Moderate","Moderate"
2020-06-05,105,"Moderate","Unhealthy for Sensitive Groups"
2020-06-06,96,"Moderate","Moderate"
2020-06-07,132,"Unhealthy","Unhealthy for Sensitive Groups"
